"","fineff.theta_hat","fineff.theta_ci_low","fineff.theta_ci_high","soc_eff.theta_hat","soc_eff.theta_ci_low","soc_eff.theta_ci_high","finsoc_eff.theta_hat","finsoc_eff.theta_ci_low","finsoc_eff.theta_ci_high"
"1947",0.104922887772326,0.102607522403037,0.103732853280875,0.98,0.979681162857021,0.97992038680916,0.98,0.979697891159339,0.97991838549183
"1948",0.107978708495345,0.10518650735304,0.107010260389847,0.9677,0.967391479209028,0.967614548633049,0.9677,0.967406443527021,0.967604747624148
"1949",0.101829404795773,0.0984132027747139,0.101176126918277,0.96,0.959703046862389,0.959898075125126,0.96,0.959719430157483,0.959902383681616
"1950",0.104712705317049,0.100552972792902,0.104039766904066,0.955,0.954698888432982,0.954902645139525,0.955,0.95471007025101,0.954910523162028
"1951",0.101946425260846,0.0985141386704356,0.101328515738048,0.9384,0.938104343670611,0.938299125412472,0.9384,0.938119559576679,0.938309460514598
"1952",0.0956430022419516,0.0900657329109773,0.0949403862668588,0.92125,0.920965857985139,0.921147908748989,0.92125,0.920982375276539,0.921150595312921
"1953",0.0866329115646041,0.0847506712663595,0.0856543412105968,0.73165,0.731399459877849,0.731587860333088,0.73165,0.731410201639459,0.731574840907581
"1954",0.08280297938555,0.0794250240091733,0.0823407919125344,0.7498,0.74957211317827,0.749706288654848,0.7498,0.749587280421727,0.749715267735505
"1955",0.0719392675763549,0.0659531187228631,0.0710590002776725,0.76765,0.767420923998209,0.767551356975329,0.76765,0.767441542908924,0.767568092843409
"1956",0.0772147910857769,0.0709668945978375,0.07675242060688,0.7286,0.728338233981393,0.728514542454547,0.7286,0.728347764301349,0.728524830878478
"1957",0.0781658064345168,0.0724249802444742,0.0780004466828906,0.73165,0.731378752870532,0.731564702762472,0.73165,0.731386603815325,0.731572083129195
"1958",0.0842723260422157,0.0781018883051146,0.0841129249331224,0.73165,0.731375471762812,0.731564908291408,0.73165,0.731364876508759,0.731571349098299
"1959",0.0842723260422157,0.0813407624054152,0.0840799652955696,0.73165,0.73139711215439,0.731569625305167,0.73165,0.731397952287184,0.731584217607557
"1960",0.0842723260422157,0.0813407624054152,0.0840799652955696,0.73165,0.73139711215439,0.731569625305167,0.73165,0.731397952287184,0.731584217607557
"1961",0.0842723260422157,0.0813407624054152,0.0840799652955696,0.73165,0.73139711215439,0.731569625305167,0.73165,0.731397952287184,0.731584217607557
"1962",0.0817932086315684,0.0784063028732453,0.0816328703286633,0.73165,0.731379931666781,0.731561014118733,0.73165,0.731388102153875,0.731576802187313
"1963",0.551381417554142,0.501535510402463,0.562439565938467,0.776950336016969,0.772216682851193,0.779512738135367,0.778717885317409,0.751845075008886,0.793090774237398
"1964",0.137593810901343,0.11844891774013,0.148980625142538,0.885975,0.884077735977442,0.886800704283204,0.885975,0.882917662030427,0.88686248305282
"1965",0.105194419945462,0.0888077795164269,0.110725844273959,0.885975,0.88478576623413,0.886366978640976,0.885975,0.88428149900502,0.886366156570742
"1966",1,-14.5220124822113,-3.50752410653541,1,0.381896996153938,1.17027388391824,1,0.430241788437863,1.21320653129216
"1967",0.0995535805809937,0.0941627753181321,0.100217402123441,0.885975,0.885153462874198,0.886281915568319,0.885975,0.884889135676027,0.886079830917802
"1968",0.600011628245161,0.388148251593716,0.790744099305587,0.782359498586713,0.76439807297783,0.791843899036172,0.782359498586713,0.650672320816997,0.835691053408773
"1969",0.139380672577204,0.110372935707599,0.148576706527517,0.94955,0.948160469381239,0.950108361574733,0.94955,0.947277556008893,0.9497426422514
"1970",0.143566190478622,0.130659098410614,0.146109152619506,0.9301,0.928537440235735,0.93050594242654,0.9301,0.92767656013695,0.929945613104468
"1971",0.111795797595206,0.103896665139781,0.11355670606236,0.91905,0.918113623426871,0.919452819188258,0.91905,0.917740649922671,0.919279313109485
"1972",0.119655652938395,0.115224729254702,0.119770069656834,0.8985,0.897869275897172,0.898742520829138,0.8985,0.897685700809132,0.898542735411875
"1973",0.141952977080242,0.138279588426936,0.140941821668242,0.7576,0.757166212612831,0.757611487874926,0.7576,0.756448997668956,0.757290827911964
"1974",0.14397957627644,0.140441860499284,0.142899191072161,0.7576,0.757220646289009,0.757579021923754,0.7576,0.756391520668949,0.757383812622289
"1975",0.113532539097876,0.108965066766008,0.113590275619197,0.64235,0.641147236093563,0.642560180652209,0.642424494158163,0.6407564605682,0.642214618365874
"1976",0.102867297727412,0.0975216938912231,0.103655935437497,0.64235,0.64030399639615,0.64277478173526,0.64235,0.639965661662302,0.642181393383688
"1977",0.099854507818681,0.0967375569618801,0.0993380502840289,0.5746,0.573908660115015,0.574522540938774,0.574720309569207,0.57374021474134,0.574546192467516
"1978",0.110509221844587,0.106309516936864,0.110473596514854,0.636162257440552,0.634589123834381,0.636551826268817,0.636316537107804,0.634573443767534,0.636240646131063
"1979",0.121626317556536,0.116148262802552,0.122209343272531,0.655539521713928,0.653160261204614,0.656062487498068,0.65581888614275,0.653223469395885,0.655677062745228
"1980",0.111287183793842,0.107577385148888,0.110953458684865,0.643929519853818,0.642752945439458,0.644075213062229,0.644115037445778,0.642769584667042,0.644075389770958
"1981",0.106773827968983,0.103214483677823,0.106453637393932,0.700595629939002,0.699374199239804,0.700716230979925,0.700654577803862,0.699307848661752,0.700575573972386
"1982",0.107078099148187,0.103529658508466,0.106731853698975,0.643431690405027,0.641830061008529,0.643914186929781,0.643574461338438,0.641919121510324,0.643835527588645
