"","V1","V2","V3"
"1",0.7576,0.757361575515398,0.757522529097137
"2",0.7576,0.757346094018263,0.757530552404943
"3",0.7576,0.757359625775552,0.757521295051085
"4",0.7576,0.757387570780048,0.757512668971786
"5",0.7576,0.757366055758681,0.757521752264769
"6",0.72185,0.721639385366703,0.721751915218744
"7",0.62855,0.628383718680121,0.628464966013778
"8",0.7479,0.747710742378789,0.747790796780053
"9",0.7481,0.747913717929763,0.747993598237502
"10",0.72185,0.721668135857857,0.721754630467724
"11",0.72185,0.721662594810031,0.721758871316684
"12",0.72185,0.721640597098621,0.721776485285346
"13",0.72185,0.721616839036366,0.721775440860868
"14",0.72185,0.721500233305994,0.721864702138019
"15",0.89,0.889584147614052,0.889993008879294
"16",0.89,0.889466594806351,0.890018600558564
"17",0.89005,0.889589695968572,0.890033552071202
"18",0.875,0.874600057212535,0.874947488838442
"19",0.63045,0.629706660526088,0.630835067591331
"20",0.63045,0.630076313047256,0.630528556746897
"21",0.63045,0.630217254485763,0.630433566916481
"22",0.99575,0.994776692631783,0.995973275217474
"23",0.99575,0.995038921569747,0.995935898806152
"24",0.99575,0.995216837298766,0.995814351551054
"25",0.94645,0.945521130796626,0.94678144618129
"26",0.93035,0.929628525345209,0.930547998040133
"27",0.86,0.859543618242009,0.86005568880953
"28",0.87,0.869691536933242,0.869913197446121
"29",0.85995,0.859666445817669,0.859855417662468
"30",0.81,0.809772312678194,0.809913130802411
"31",0.855,0.854758413445191,0.854915524996128
"32",0.85415,0.853915488367566,0.854053038968197
"33",0.85995,0.859713227546855,0.859851976281569
"34",0.8466,0.846370020605306,0.846504757324282
"35",0.5,0.498380762821947,0.500288161119317
"36",0.5,0.49862744035001,0.500345398108964
"37",0.5,0.49941893824649,0.500106567045361
"38",0.5381,0.536673594784906,0.53846723216128
"39",0.5379,0.536574164760768,0.538251294201693
"40",0.53795,0.536887622458038,0.538223094335814
"41",0.6745,0.673967110244788,0.674564522805809
"42",0.6899,0.688552777451865,0.690241819745794
"43",0.6899,0.689367207315184,0.689965411579224
"44",0.6899,0.689278369835004,0.690033598957609
"45",0.6899,0.68818277257005,0.690453574754592
"46",0.6899,0.68843006727396,0.690406965877002
"47",0.9497,0.948771253506856,0.949842583798896
"48",0.95475,0.954201121400496,0.954802884787324
"49",0.95475,0.95424160518098,0.954803520471532
"50",0.95475,0.954259380033181,0.954811504649613
"51",0.981575407034726,0.973153730986914,0.986838155373155
"52",0.9,0.898514980809141,0.900664221634153
"53",0.9,0.898393887770361,0.900780572600359
"54",0.9,0.898874891948164,0.900513264783829
"55",0.8656,0.864760493709454,0.865764112144584
"56",0.89315,0.892610497431198,0.893246397846674
"57",0.76925,0.76877681587234,0.769373013182947
"58",0.7483,0.748041066758169,0.748243881536153
"59",0.77565,0.77478344698392,0.775965301953938
"60",0.76555,0.764801487256584,0.765792698154348
"61",0.78955,0.788711018933034,0.789694681924706
"62",0.7763,0.775895330439587,0.77628721893655
"63",0.7763,0.775931544039974,0.776288329175398
"64",0.865,0.863518230563828,0.865405890675211
"65",0.8491,0.848418779753512,0.849244801835503
"66",0.7837,0.78309487566183,0.783780302948948
"67",0.74075,0.740336987885246,0.740794688587057
"68",0.74095,0.740603521659372,0.740934356589693
"69",0.74085,0.740495064556081,0.74083107337221
"70",0.74085,0.740594408462709,0.740778565214524
"71",0.668,0.662797013345389,0.667147544988258
"72",0.678709348046247,0.672986624059818,0.677701735897668
"73",0.995,0.994692990604451,0.994889439760735
"74",0.995,0.994620735072119,0.994910710014743
"75",0.99005,0.989636945513781,0.989995354210882
"76",0.99005,0.98965310209053,0.989978924945552
"77",0.995,0.994712420361698,0.994873423608178
"78",0.995,0.994716951287044,0.994868299788636
"79",0.995,0.994720269703172,0.994862062747016
"80",0.995,0.994728778253615,0.994865376975377
"81",0.995,0.994733124562859,0.994867258605505
"82",0.995,0.994734001680759,0.994866782613268
"83",0.995,0.994736037346059,0.994867382925466
"84",0.995,0.994743851641549,0.994868592162691
"85",0.995,0.994742417465742,0.994871165386624
"86",0.995,0.994738891369911,0.99486833306384
"87",0.9987,0.998438991824661,0.998569563632288
"88",0.9987,0.998437768293905,0.998567742344475
"89",0.9994,0.999128481942415,0.999262552664598
"90",0.99965,0.999391893347456,0.999518884233673
"91",0.9997,0.999441236413324,0.999568794875373
"92",0.87805,0.876961180839771,0.878554071359394
"93",0.9,0.899061995558424,0.900308372951786
"94",0.8754,0.874666208979942,0.875593906324893
"95",0.7856,0.785368280875516,0.78551273041037
"96",0.7891,0.786757555041591,0.789480338332995
"97",0.7874,0.785504333922956,0.78768917707732
"98",0.7874,0.78610416045327,0.787525324947953
"99",0.77115,0.770192126235987,0.771265008609503
"100",0.83155,0.830915853947389,0.831669767677126
"101",0.7003,0.699697928489764,0.700420327284506
"102",0.7003,0.699697928489764,0.700420327284506
"103",0.78605,0.78542294113067,0.786169779726531
"104",0.78605,0.785151329854948,0.786194607100599
"105",0.78605,0.785416498940909,0.786190510461744
"106",0.56,0.555162510988686,0.559639731876685
"107",0.5687,0.567592951216745,0.568846348934058
"108",0.5679,0.56692763140338,0.568035285717546
"109",0.59745,0.596097763450085,0.597743610865968
"110",0.6169,0.614283990778277,0.617237329521258
"111",0.6104,0.606958013130061,0.610488463774413
"112",0.6104,0.607580343955207,0.610693157754477
"113",0.6235,0.620616812881337,0.623802454178754
"114",0.7,0.696959100243995,0.700375318893234
"115",0.66675,0.661603696786082,0.666625134347143
"116",0.66675,0.661505250309583,0.666514417667566
"117",0.66675,0.661531301813937,0.666607201337906
"118",0.66675,0.661615576143926,0.666699128172027
"119",0.863931537758384,0.84962268292236,0.881703360714806
"120",0.82235,0.815689782901948,0.821856341486378
"121",0.880509724664104,0.871531112407564,0.884201553426408
"122",0.739269387984077,0.73184550966282,0.743705697029368
"123",0.739269387984077,0.73184550966282,0.743705697029368
"124",0.791701117923511,0.784917544137045,0.795205058281719
"125",0.791729650311791,0.784831434697694,0.795656548316811
"126",0.791763730664458,0.785170727999946,0.79397953538486
"127",0.791786355436397,0.785258862410876,0.793786127909133
"128",0.76286067053658,0.757068541696756,0.764345516086697
"129",0.96805,0.967685155933669,0.967971884433629
"130",0.98265,0.982290654097123,0.98256928186331
"131",0.97435,0.974005002860379,0.974251528113337
"132",0.9701,0.96978432383097,0.969993925000354
"133",0.9701,0.969799804252255,0.969990305067529
"134",0.9701,0.969803326782821,0.969991357670041
"135",0.8749,0.874383212773994,0.874868327300199
"136",0.8749,0.874383212773994,0.874868327300199
"137",0.95115,0.950626709274643,0.951107143555392
"138",0.55355,0.553144250747717,0.553556395625453
"139",0.55355,0.553177468058471,0.553545426992033
"140",0.55355,0.553192676701313,0.55355540793833
"141",0.8749,0.874371753431953,0.874872586886439
"142",0.8749,0.872985107996634,0.875397545324512
"143",0.8749,0.873470426526302,0.875265766358294
"144",0.73,0.728551572220604,0.730411354257478
"145",0.71495,0.71407425137441,0.7151295358044
"146",0.69,0.688967930775474,0.690303822270769
"147",0.68495,0.683684666402532,0.685374170048048
"148",0.62985,0.628244256690551,0.63033123981322
"149",0.7789,0.77788595823333,0.779195097739908
"150",0.60585,0.604064199643553,0.606215423981706
"151",0.60585,0.603431339195204,0.60625285642029
"152",0.60585,0.603227894647249,0.606235771660093
"153",0.885975,0.878351487994321,0.895687576471874
"154",0.885975,0.878351487994321,0.895687576471874
"155",0.885975,0.878351487994321,0.895687576471874
"156",0.6873,0.68619909554025,0.687476821620629
"157",0.70605,0.705446843530662,0.706122576729846
"158",1,0.999572579157093,0.999948385727697
"159",1,0.999571771327827,0.999956927276192
"160",1,0.99956856767604,0.999963111878017
"161",1,0.999633319041261,0.999903382281915
"162",0.98865,0.988277554415081,0.988556738749268
"163",0.97255,0.972272026088962,0.972421564015514
"164",0.9522,0.951932707729247,0.952067793775134
"165",0.9097,0.909452407102818,0.909575879953054
"166",0.87145,0.871218397409782,0.871335366812288
"167",0.84,0.839776382682643,0.839889115335342
"168",0.83015,0.829933814853154,0.830042733725922
"169",0.7679,0.767699145361884,0.767800966986502
"170",0.73925,0.739059139690836,0.739153664953997
"171",0.73925,0.739058178658709,0.739152643129855
"172",0.73925,0.739062229025317,0.739154778991542
"173",0.73925,0.739063252716158,0.739153627789227
"174",0.73925,0.739061964712645,0.739152651510249
"175",0.73925,0.73905686341116,0.739155693340981
"176",0.8601,0.859494440470767,0.860280738373724
"177",0.9994,0.998824482556846,0.999496004731859
"178",0.9877,0.987381553838975,0.987590470542817
"179",0.9734,0.973060936303446,0.973306707072424
"180",0.93775,0.937410220231714,0.937663363970313
"181",0.9124,0.912103816964897,0.912289019423282
"182",0.89545,0.895187419299576,0.895343595734997
"183",0.87895,0.878698967077612,0.878833771887454
"184",0.8601,0.859859337123626,0.8599877413993
"185",0.81375,0.813523158334493,0.813644113326758
"186",0.8086,0.808347948416071,0.808494260086862
"187",0.79755,0.797323697152109,0.797442564209464
"188",0.7941,0.793844251589732,0.794007509120238
"189",0.8104,0.810181944027315,0.810292810100095
"190",0.8104,0.81018600327203,0.81029272131766
"191",0.8104,0.810185172023417,0.810294241105758
"192",1,0.999281442491104,1.00010326625284
"193",1,0.999394683460685,1.0000682203948
"194",1,0.999542673325422,0.999976128309305
"195",1,0.99958489533632,0.999955707401273
"196",0.9991,0.998712735901736,0.999023349825977
"197",1,0.999694295049743,0.99986540103444
"198",1,0.999721328557452,0.999861837178058
"199",0.81225,0.812003669985436,0.812139666754151
"200",0.86,0.85974892544421,0.859891439352644
"201",0.925,0.924737932711282,0.924876131086547
"202",0.925,0.924747943982478,0.924874634724022
"203",0.925,0.924756092296525,0.924879551334209
"204",0.81405,0.813826542311219,0.813939853147419
"205",0.78345,0.783241849445275,0.783348182130146
"206",0.7864,0.786201924208054,0.78629262573586
"207",0.7864,0.786203277149353,0.786292931419191
"208",0.7732,0.773003099741702,0.773101808212174
"209",0.7732,0.773005262159609,0.773101700633085
"210",0.7732,0.773005500549248,0.773101118295984
"211",0.7732,0.773005105292,0.773099160722996
"212",0.7732,0.77300366781338,0.773103573032445
"213",0.9878,0.987124126953225,0.987885336888843
"214",0.96695,0.966346791273331,0.967006643241628
"215",0.9776,0.977073655872476,0.977661060458393
"216",0.9898,0.989452150736603,0.989707941760675
"217",0.96365,0.963320898915741,0.963548451159082
"218",0.88875,0.888489592530806,0.888642812927368
"219",0.8943,0.894030984853704,0.894193171888281
"220",0.8854,0.885145240877166,0.88529486517714
"221",0.8661,0.865860472461154,0.865989983384456
"222",0.8661,0.865864163300561,0.865985878149163
